Dossier;Naam;Voornaam;Geboortedatum;Overlijdensdatum;Polis;Domein - Omschrijving;Polistype - Omschrijving;Product Template Name;Product Template ID;E-mail;Maatschappij;Natuurlijk/Rechtsp - Omschrijving
458/00;Leysen;Edouard;08/02/1953;;11767705;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;edouard.leysen@qollabi.com;AG INSURANCE;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;119188681;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) AXA;Leven en belegging Individueel Leven (Meerdere Takken) AXA;edouard.leysen@qollabi.com;AXA;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;182244920311;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;edouard.leysen@qollabi.com;AG INSURANCE;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;AE07161326;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;edouard.leysen@qollabi.com;AFER EUROPE;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;BCID00483701;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) ALLIANZ;Leven en belegging Individueel Leven (Meerdere Takken) ALLIANZ;edouard.leysen@qollabi.com;ALLIANZ;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;DPL020019721;Leven en belegging;Andere Verrichtingen Leven (Takken 22, 24-29);Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;edouard.leysen@qollabi.com;Credimo;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;DPL020019722;Leven en belegging;Andere Verrichtingen Leven (Takken 22, 24-29);Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;edouard.leysen@qollabi.com;Credimo;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;NCN101106123;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;edouard.leysen@qollabi.com;ALLIANZ;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;NCN101106124;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;edouard.leysen@qollabi.com;ALLIANZ;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;TRI010094825;Leven en belegging;Andere Verrichtingen Leven (Takken 22, 24-29);Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;edouard.leysen@qollabi.com;Credimo;Natuurlijk persoon
458/00;Leysen;Edouard;08/02/1953;;TRI010094826;Leven en belegging;Andere Verrichtingen Leven (Takken 22, 24-29);Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;edouard.leysen@qollabi.com;Credimo;Natuurlijk persoon
460/01;Peters;Paula;12/06/1939;;1122802;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;paula.peters@qollabi.com;DAS;Natuurlijk persoon
460/01;Peters;Paula;12/06/1939;;515475151;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;paula.peters@qollabi.com;AXA;Natuurlijk persoon
460/01;Peters;Paula;12/06/1939;;617119751;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;paula.peters@qollabi.com;AXA;Natuurlijk persoon
460/01;Peters;Paula;12/06/1939;;818892632;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;paula.peters@qollabi.com;AXA;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;1187582;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;francis.dupont@qollabi.com;DAS;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;206015071;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;francis.dupont@qollabi.com;DKV Belgium;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;3000219744;Multi-takken;Multi-tak (Particulieren);Multi-takken Multi-tak (Particulieren) EUROP ASSISTANCE BELGIUM;Multi-takken Multi-tak (Particulieren) EUROP ASSISTANCE BELGIUM;francis.dupont@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;5P14534;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;francis.dupont@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;7F18060;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;francis.dupont@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
461/00;Dupont;Francis;29/01/1952;;818876270;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;francis.dupont@qollabi.com;AXA;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;1588519;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;ludgardus.leclercq@qollabi.com;DAS;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;7M61480;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;ludgardus.leclercq@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;816486832;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;ludgardus.leclercq@qollabi.com;AXA;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;NCN101104048;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;ludgardus.leclercq@qollabi.com;ALLIANZ;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;NCN101104049;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;ludgardus.leclercq@qollabi.com;ALLIANZ;Natuurlijk persoon
461/01;Leclercq;Ludgardus;20/03/1956;;QBE10597DMLY;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;ludgardus.leclercq@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
464/01;Diels;Suzanna;01/05/1966;;1050889;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;suzanna.diels@qollabi.com;DAS;Natuurlijk persoon
464/01;Diels;Suzanna;01/05/1966;;624816661;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;suzanna.diels@qollabi.com;AXA;Natuurlijk persoon
464/01;Diels;Suzanna;01/05/1966;;NCN101103132;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;suzanna.diels@qollabi.com;ALLIANZ;Natuurlijk persoon
467/00;Fierens;Alfons;13/08/1937;;3966170;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;alfons.fierens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
467/00;Fierens;Alfons;13/08/1937;;500266646;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;alfons.fierens@qollabi.com;AXA;Natuurlijk persoon
467/00;Fierens;Alfons;13/08/1937;;602499306;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;alfons.fierens@qollabi.com;AXA;Natuurlijk persoon
467/01;De Clercq;Rose;06/04/1944;;822021;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;rose.declercq@qollabi.com;DAS;Natuurlijk persoon
467/01;De Clercq;Rose;06/04/1944;;621692678;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;rose.declercq@qollabi.com;AXA;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;80067224;Leven en belegging;Leven Collectief (Tak 21);Leven en belegging Leven Collectief (Tak 21) Credimo;Leven en belegging Leven Collectief (Tak 21) Credimo;bart.gillis@qollabi.com;Credimo;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;1004221;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;bart.gillis@qollabi.com;DAS;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;5K38911;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;bart.gillis@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;5L15231;Auto;Bromfietsen;Auto Bromfietsen BALOISE INSURANCE;Auto Bromfietsen BALOISE INSURANCE;bart.gillis@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;624344425;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens AXA;Auto Lichte Vrachtwagens AXA;bart.gillis@qollabi.com;AXA;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;624360680;Auto;Motorfietsen;Auto Motorfietsen AXA;Auto Motorfietsen AXA;bart.gillis@qollabi.com;AXA;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;7A21240;BA andere dan particulieren;BA Onderneming;BA andere dan particulieren BA Onderneming BALOISE INSURANCE;BA andere dan particulieren BA Onderneming BALOISE INSURANCE;bart.gillis@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;7G74037;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;bart.gillis@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;8019947;Individueel;Hospitalisatie;Individueel Hospitalisatie AG INSURANCE;Individueel Hospitalisatie AG INSURANCE;bart.gillis@qollabi.com;AG INSURANCE;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;817043690;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;bart.gillis@qollabi.com;AXA;Natuurlijk persoon
468/00;Gillis;Bart;17/09/1978;;CIC1661954;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);bart.gillis@qollabi.com;BALOISE(ex-Fidea);Natuurlijk persoon
468/01;De Ridder;Trisjka;07/12/1979;;CIC1661955;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);trisjka.deridder@qollabi.com;BALOISE(ex-Fidea);Natuurlijk persoon
470/01;Leemans;Maria;07/09/1930;;43939581;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
471/00;Martens;Robert;09/01/1951;;646504;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;;DAS;Natuurlijk persoon
471/00;Martens;Robert;09/01/1951;;46534570;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
471/00;Martens;Robert;09/01/1951;;601081493;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;;AXA;Natuurlijk persoon
471/00;Martens;Robert;09/01/1951;;64288077;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AG INSURANCE;BA particulieren BA Privéleven AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
471/00;Martens;Robert;09/01/1951;;7J42286;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;;BALOISE INSURANCE;Natuurlijk persoon
472/01;Hermans;Veerle;30/04/1956;;1042326;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;veerle.hermans@qollabi.com;DAS;Natuurlijk persoon
472/01;Hermans;Veerle;30/04/1956;;2541849;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;veerle.hermans@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
472/01;Hermans;Veerle;30/04/1956;;5I09048;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;veerle.hermans@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
472/01;Hermans;Veerle;30/04/1956;;7878866;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;veerle.hermans@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
474/00;Geerts;Eddy;10/03/1958;;1267936;Rechtsbijstand;Rechtsbijstand Privéleven (eventueel met Auto);Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) DAS;eddy.geerts@qollabi.com;DAS;Natuurlijk persoon
477/00;Vermeersch;Louis;14/12/1950;;37032711;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AG INSURANCE;BA particulieren BA Privéleven AG INSURANCE;louis.vermeersch@qollabi.com;AG INSURANCE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;1011375;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;thomas.claes@qollabi.com;DAS;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;38000072008;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;thomas.claes@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;3E18088;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;thomas.claes@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;50485231;Individueel;Gewaarborgd inkomen;Individueel Gewaarborgd inkomen KBC;Individueel Gewaarborgd inkomen KBC;thomas.claes@qollabi.com;KBC;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;5459450;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;thomas.claes@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;55025136;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) KBC;Leven en belegging Individueel Leven Klassiek (Tak 21) KBC;thomas.claes@qollabi.com;KBC;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;5B86740;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;thomas.claes@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;5W54248;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;thomas.claes@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;7.135.502;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;thomas.claes@qollabi.com;AFER EUROPE;Natuurlijk persoon
478/00;Claes;Thomas;15/06/1966;;7L38413;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;thomas.claes@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
478/01;Brouwers;Leonarda;19/08/1970;;7.135.510;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;;AFER EUROPE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;107036407;Individueel;Hospitalisatie;Individueel Hospitalisatie AXA;Individueel Hospitalisatie AXA;leopold.leysen@qollabi.com;AXA;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;1170860;Rechtsbijstand;Rechtsbijstand Auto (Voertuig);Rechtsbijstand Rechtsbijstand Auto (Voertuig) DAS;Rechtsbijstand Rechtsbijstand Auto (Voertuig) DAS;leopold.leysen@qollabi.com;DAS;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;1B17222;Leven en belegging;Individueel Leven i.v.m. Beleggingsfondsen (Tak 23);Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) BALOISE INSURANCE;Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;1B96951;Leven en belegging;Individueel Leven i.v.m. Beleggingsfondsen (Tak 23);Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) BALOISE INSURANCE;Leven en belegging Individueel Leven i.v.m. Beleggingsfondsen (Tak 23) BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;4202123;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) EUROMEX;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) EUROMEX;leopold.leysen@qollabi.com;EUROMEX;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;48017248;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;leopold.leysen@qollabi.com;AG INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;5178185;Rechtsbijstand;Rechtsbijstand Auto (Voertuig);Rechtsbijstand Rechtsbijstand Auto (Voertuig) EUROMEX;Rechtsbijstand Rechtsbijstand Auto (Voertuig) EUROMEX;leopold.leysen@qollabi.com;EUROMEX;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;7424728;Rechtsbijstand;Rechtsbijstand Privéleven (eventueel met Auto);Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) EUROMEX;Rechtsbijstand Rechtsbijstand Privéleven (eventueel met Auto) EUROMEX;leopold.leysen@qollabi.com;EUROMEX;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;7479716;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;7599553;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;8549572;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/00;Leysen;Leopold;16/08/1956;;8678141;Auto;Lichte Vrachtwagens;Auto Lichte Vrachtwagens BALOISE INSURANCE;Auto Lichte Vrachtwagens BALOISE INSURANCE;leopold.leysen@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
482/01;Hendrickx;Maria;07/08/1958;;328948951;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;leopold.leysen@qollabi.com;DKV Belgium;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;1522164;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;roger.vanacker@qollabi.com;DAS;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;600860437;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden AXA;Individueel Verkeer & Inzittenden AXA;roger.vanacker@qollabi.com;AXA;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;621853998;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;roger.vanacker@qollabi.com;AXA;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;621854003;Auto;Motorfietsen;Auto Motorfietsen AXA;Auto Motorfietsen AXA;roger.vanacker@qollabi.com;AXA;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;621988213;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;roger.vanacker@qollabi.com;AXA;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;7242389205;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;Bijstand Bijstand (CBFA 18) EUROP ASSISTANCE BELGIUM;roger.vanacker@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;7454768;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;roger.vanacker@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;800506620;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;roger.vanacker@qollabi.com;AXA;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;AE07158942;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;roger.vanacker@qollabi.com;AFER EUROPE;Natuurlijk persoon
486/00;Van Acker;Roger;23/03/1946;;V1000097;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik Vander Haeghen & C° NV;Auto Toerisme en Zaken, gemengd gebruik Vander Haeghen & C° NV;roger.vanacker@qollabi.com;Vander Haeghen & C° NV;Natuurlijk persoon
487/00;De Graef;Guillaume;11/09/1955;;1393307;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;guillaume.degraef@qollabi.com;DAS;Natuurlijk persoon
487/00;De Graef;Guillaume;11/09/1955;;585371342;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;guillaume.degraef@qollabi.com;AXA;Natuurlijk persoon
487/00;De Graef;Guillaume;11/09/1955;;5K70972;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;guillaume.degraef@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
